2021년 04월 08일 21시,○,서울,중구,국립중앙의료원,중구 을지로 245,00:00 ~ 00:00,00:00 ~ 00:00,00:00 ~ 00:00,02-2260-7114
2021년 04월 08일 21시,○,서울,서초구,서울특별시 어린이병원,서울특별시 서초구 헌릉로 260,10:00 ~ 15:00,미운영,미운영,02-570-8000
2021년 04월 08일 21시,○,서울,성동구,성동군자의원,서울특별시 성동구 광나루로 323 송정빌딩 2층,09:00 ~ 18:00,미운영,미운영,02-499-7785
2021년 04월 08일 21시,○,서울,성북구,성북구보건소,서울 성북구 월곡제2동 46-1 성북구보건소 ,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,02-2241-5912
2021년 04월 08일 21시,○,서울,송파구,서울아산병원,올림픽로43길 88,08:00 ~ 23:00,미운영,미운영,02-1688-7575
2021년 04월 08일 21시,○,서울,송파구,경찰병원,송이로 123,9:00 ~ 16:00,미운영,미운영,02-3400-1114
2021년 04월 08일 21시,○,서울,양천구,이화여자대학교의과대학부속목동병원,서울 양천구 안양천로 1071 ,09:00 ~ 15:30,미운영,미운영,02-1666-5000
2021년 04월 08일 21시,○,서울,양천구,서울특별시 서남병원,양천구 신정이펜1로 20,09:00 ~ 19:00,09:00 ~ 19:00,09:00 ~ 19:00,1566-6688
2021년 04월 08일 21시,○,서울,양천구,홍익병원,서울 양천구 목동로 225 ,09:00 ~ 17:00,09:00 ~ 17:00,미운영,02-2693-5555
2021년 04월 08일 21시,○,서울,영등포구,한림대학교 강남성심병원,서울특별시 영등포구 신길로 1,08:30 ~ 16:30,08:30 ~ 11:30,미운영,1577-5587
2021년 04월 08일 21시,○,서울,영등포구,의료법인 성애병원,서울특별시 영등포구 여의대방로 53길22,09:00 ~ 17:00,미운영,미운영,02-840-7115
2021년 04월 08일 21시,○,서울,영등포구,가톨릭대학교 여의도성모병원,서울특별시 영등포구 63로 10,08:30 ~ 16:30,미운영,미운영,1661-7575
2021년 04월 08일 21시,○,서울,영등포구,인봉의료재단 영등포병원,서울특별시 영등포구 당산로31길 10,08:30 ~ 17:00,08:30 ~ 12:00,미운영,010-5334-7708
2021년 04월 08일 21시,○,서울,용산구,용산구보건소,서울 용산구 이태원동 34-87,09:00 ~ 18:00,09:00 ~ 13:00,09:00 ~ 13:00,02-2199-8373~6
2021년 04월 08일 21시,○,서울,은평구,가톨릭대학교 은평성모병원,은평구 통일로1021,08:30 ~ 16:30,미운영,미운영,1811-7755
2021년 04월 08일 21시,○,서울,은평구,서울특별시서북병원,은평구 갈현로7길 49,09:00 ~ 18:00,09:00 ~ 12:00,미운영,02-3156-3022
2021년 04월 08일 21시,○,서울,은평구,서울특별시은평병원,은평구 백련산로 90,10:00 ~ 17:00,미운영,미운영,02-300-8060
2021년 04월 08일 21시,○,서울,은평구,의료법인 청구성심병원,서울 은평구 통일로 873,09:00 ~ 18:00,미운영,09:00 ~ 18:00,02-383-0129
2021년 04월 08일 21시,○,서울,종로구,강북삼성병원,서울시 종로구 평동 108,07:30 ~ 17:30,07:30 ~ 12:00,미운영,02-2001-1896
2021년 04월 08일 21시,○,서울,종로구,서울적십자병원,서울시 종로구 평동 164,10:00 ~ 17:00,미운영,미운영,02-2002-8650
2021년 04월 08일 21시,○,서울,중랑구,중랑구보건소,서울 중랑구 신내2동 662 중랑구청 ,09:00 ~ 18:00,09:00 ~ 15:00,09:00 ~ 15:00,02-2094-0800
2021년 04월 08일 21시,○,서울,중랑구,서울의료원,중랑구 신내로 156,09:00 ~ 17:00,09:00 ~ 12:00,09:00 ~ 12:00,02-2276-8333
2021년 04월 08일 21시,○,서울,중랑구,녹색병원,중랑구 사가정로 49길 53,08:30 ~ 17:30,08:30 ~ 12:30,미운영,02-490-2000
